,name,guiname,slider,description,flags,introduce,cancel,raise,lower,department,mincost,maxcost,cost multiplier,implementation,minincome,maxincome,incomemultiplier,,,,,,,,,,,,
#,TaxShelters,Paraísos Fiscais,default,"Por não tributar plenamente a riqueza dos super-ricos, paraísos fiscais pode ser uma ótima maneira de incentivar os empresários de sucesso para tornar o nosso país sua casa. Com um mundo cada vez menor, os ricos são livres para estabelecer onde quer que agradar. encorajando-os a viver aqui pode significar que eles gastam sua riqueza neste país. Tais medidas podem ser muito impopular com os pobres, que se ressentem pagamento de imposto sobre os seus rendimentos muito baixos.",,13,18,7,7,ECONOMY,100,400,,1,0,0,,#Effects,"Wealthy,0.20+(0.30*x)","Socialist,-0.20-(0.40*x)","Equality,-0.10-(0.30*x),4","Capitalist,0+(0.14*x)","_HighIncome,0+(0.10*x)","GDP,0+(0.06*x),8","ForeignRelations,-0.08*(x^3)",,,,
#,TechnologyColleges,Tecnologia nas Faculdades,default,"Faculdades de tecnologia são escolas especializadas, com foco na alfabetização informática, biotecnologia e assuntos semelhantes. Estas faculdades estatais recebem financiamento especial do governo central, a fim de incentivar um maior nível de literacia tecnológica entre a futura força de trabalho.",,10,16,6,7,PUBLICSERVICES,185,670,,4,0,0,,#Effects,"Education,0.025+(0.16*x),8","Technology,0.05+(0.15*x),8","StateEmployees,0.00+(0.05*x)","StateEmployees_freq,0+(0.04*x)","Socialist,-0.02-(0.06*x)","Equality,-0.02-(0.025*x)",,,,,
#,TechnologyGrants,Incetivo a Tecnologia,default,"O governo pode fornecer financiamento estatal para incentivar as empresas a investir em tecnologias novas e emocionantes. Embora isso ajuda a dar-nos uma vantagem competitiva e pode criar postos de trabalho, pode-se argumentar que a sua uma distorção desnecessária do mercado.",,10,18,6,7,ECONOMY,450,4600,"GDP,0.25+(0.75*x)",2,0,0,,#Effects,"Unemployment,0.00-(0.05*x),6","Technology,0.05+(0.12*x),6","GDP,0.0+(0.02*x),16","WorkerProductivity,0.00+(0.07*x),8","Capitalist,0.03+(0.08*x)","Religious_freq,-0.08-(0.12*x),32",,,,,
#,TelecommutingInitiative,Iniciativa Home Office,default,"Home office, ou 'trabalho de casa' é visto como desejável, pois reduz a pressão sobre a infra-estrutura de transporte, e pode ser uma melhoria para a qualidade de vida das pessoas. Também é bem-vinda pelos pais. Esta política de incentivos fiscais para as empresas que suportam esta opção.",,2,6,0,3,TRANSPORT,110,500,"GDP,0.4+(0.6*x)",1,0,0,,#Effects,"Commuter,0.05+(0.15*x)","Commuter_freq,-0.05-(0.1*x),4","CarUsage,-0.05-(0.1*x),4","Parents,0.07+(0.07*x)","TradeUnionist,0.05+(0.05*x)",,,,,,
#,TobaccoTax,Imposto do Tabaco,tax,"Apesar de admitir o fracasso das empresas de tabaco , há boas razões para acreditar que o fumo tem efeitos negativos sobre a saúde. Isso é usado como justificativa para a tributação do tabaco. Os cínicos apontam que o governo se beneficia enormemente de um imposto sobre um produto que supostamente é contra. Ativistas Saúde incentivar o imposto como uma forma de incentivar uma população mais saudável",,39,20,27,10,TAX,0,0,,1,115,8418,"TobaccoUse,0+(1.0*x)",#Effects,"_All_,-0.4*(TobaccoUse*x)","PovertyRate,0.23*(TobaccoUse*x)","Equality,-0.1*(TobaccoUse*x)","TobaccoUse,0-(0.8*x),8",,,,,,,
#,TollRoads,Pedágios,default,"Estradas com pedágio cobram os motoristas para usar ruas específicas (normalmente grandes rodovias). Este é um grande exemplo da aplicação diretamente as forças do mercado, por cobrando apenas aqueles que usam uma rota específica para a construção e manutenção dessa rota. Os motoristas tendem a ver isso como apenas uma outra forma de tributação, enquanto os passageiros não gostam de ser cobrado por estradas que raramente usa.",,25,13,10,7,TRANSPORT,0,0,,12,11.5,140.3,"CarUsage,0+(1.0*x)",#Effects,"Motorist,0.00-(0.25*x)","Commuter,0.10+(0.05*x)","Capitalist,0.15+(0.11*x)","CarUsage,0.00-(0.05*x)","TrafficCongestion,0-(0.12*x)","Equality,0-(0.02*x)","Motorist_income,-0.04-(0.08*x)",,,,
#,UnemployedBenefit,Auxílio Desemprego,default,"O auxílio desemprego é um benefício do estado dado a todos que é capaz de trabalhar, mas não consegue encontrar emprego. Socialistas consideram isto como uma rede mínima de segurança para os trabalhadores fora do trabalho por causa dos caprichos da economia. Alguns acreditam que os benefícios de desemprego distorcem o mercado e desencorajar as pessoas de procurarem trabalho.",,25,27,14,12,WELFARE,500,5440,"Unemployment,0+(1.0*x)",1,0,0,,#Effects,"Capitalist,-0.01-(0.08*x)","Unemployment,0+(0.1*x),8","Poor,0.1+(0.3*x)","Socialist,0+(0.15*x)","PovertyRate,0-(0.12*x)","_LowIncome,0+(0.15*x)",,,,,
#,UniversityGrants,Bolsas Univercidade,universitygrants,"Embora nem todos os cidadãos irão buscar uma educação universitária, os governos podem fornecer subsídios aos estudantes para incentivar uma força de trabalho mais educada. Bolsas universitárias também asseguraram a igualdade de oportunidades, como em sua ausência o custo de uma educação universitária pode estar fora do alcance de famílias da classe trabalhadora.",,13,22,7,10,PUBLICSERVICES,200,2600,,2,0,0,,#Effects,"Education,0.00+(0.27*x),16","StateEmployees,0.00+(0.18*x)","_MiddleIncome,0+(0.06*x)","_LowIncome,0+(0.06*x)","Parents,0.02+(0.02*x)","Young,0.04+(0.17*x)","Young_income,0.08+(0.12*x)",,,,
#,WelfareFraudDept,Dpto de Fraudes da Previdência,welfarefraud,"Quando o governo dá tanto dinheiro em pagamentos de previdência social, é essencial que o dinheiro está corretamente direcionada e não explorada por pessoas fazendo afirmações espúrias. Um departamento de fraude dedicado irá detectar falsos pretendentes, recuperar o dinheiro perdido e tranquilizar os contribuintes de renda média que seus impostos estão sendo gastos de forma inteligente, embora possa antagonizar reclamantes legítimos.",,4,7,3,3,WELFARE,120,155,,3,115,800,"ChildBenefit,0+(0.25*x);DisabilityBenefit,0+(0.25*x);StateHousing,0+(0.25*x);UnemployedBenefit,0+(0.25*x)",#Effects,"Poor,-0.03-(0.06*x)","Conservatives,0.05+(0.07*x)","MiddleIncome,0.03+(0.06*x)",,,,,,,,
#,WinterFuelSubsidy,Subsídios para combustíveis de inverno,default,"A concessão especial dada aos idosos. Este é um pagamento bem-estar regularmente feita a todos sobre a idade de aposentadoria para o custo de suas contas de combustível de inverno. Ele é projetado para reduzir a 'pobreza de combustível', que pode ocorrer quando alguns membros idosos da sociedade não pode dar ao luxo de aquecer as suas casas no inverno.",,9,30,3,9,WELFARE,500,2000,"Retired_perc,0+(1.0*x)",1,0,0,,#Effects,"Health,0.02+(0.02*x)","Retired,0.2+(0.2*x)","PovertyRate,-0.02-(0.06*x)","Environmentalist,-0.02-(0.03*x)","Retired_freq,0+(0.04*x)","EnergyEfficiency,0-(0.08*x)",,,,,
#,WorkSafetyLaw,Leis de Seguranca do Trabalho,default,"Legislação de segurança do trabalho, muitas vezes conhecido como saúde e segurança é uma série de medidas para garantir os funcionários não estão em risco de lesões em suas atividades do dia-a-dia. Sindicalistas muitas vezes saudam essas leis como uma defesa valiosa contra os empregadores sem escrúpulos que podem colocar vidas em risco. Muitos líderes empresariais estão preocupados com os elevados níveis de burocracia e as práticas restritivas que podem resultar de tais leis, que eles vêem como um ónus para as empresas.",,4,7,1,1,ECONOMY,10,55,,1,0,0,,#Effects,"TradeUnionist,0.04+(0.06*x)","TradeUnionist_freq,0.02+(0.02*x)","SelfEmployed,-0.05-(0.08*x)","SelfEmployed_freq,-0.02-(0.08*x)","WorkerProductivity,-0.01-(0.02*x),4","Health,0.01+(0.02*x)",,,,,
#,YouthClubSubsidies,Subsídios Clube de Jovens,default,"Clubes gratuitos de jovens asseguraram que os adolescentes têm um 'lugar para ir', que pode ajudá-los a ficar fora de problemas, e, a longo prazo, reduzir a incidência de crimes de rua. Ela pode ser ressentida por alguns contribuintes mais ricos, que o vêem como um gasto desnecessário, pagos pelos seus impostos.",,9,15,4,7,PUBLICSERVICES,12,220,,2,0,0,,#Effects,"Parents,0.06+(0.05*x)","Socialist,0.04+(0.02*x)","CrimeRate,-0.05-(0.05*x),8","Young,0.03+(0.08*x)","Young_income,0.02+(0.06*x)",,,,,,
#,AbortionLaw,Lei de Aborto,abortion,"Poucas áreas da políticas incitam as emoções mais fortes que o debate sobre o aborto. No lado pró-vida, são argumentos sobre os direitos do nascituro, e os argumentos são muitas vezes feitas a partir de um ponto de vista religioso. No lado pró-escolha, há o argumento de que o Estado não deve ter mais a dizer sobre o que uma mulher faz com seu corpo do que ela. Fazer qualquer alteração na posição da estado sobre o aborto exige uma boa quantidade de capital político.",UNCANCELLABLE,0,0,26,19,PUBLICSERVICES,0,0,,1,0,0,,#Effects,"Religious,0.2-(x^5)","Liberal,0.2+(x-1)^5","Conservatives,0.2-(0.4*x)",,,,,,,,
#,RentControls,Controle de Aluguel,default,"Uma alternativa para o habitação do estado é um sistema em que o Estado vai regulamentar o mercado de aluguel privado em uma tentativa de garantir a oferta de habitação a preços acessíveis para todos, até mesmo dentro do setor privado. Os capitalistas, naturalmente vejo isso como uma distorção do mercado livre que vai impedir que casas suficientes sejam construídas, enquanto defensores dirão que impede a exploração dos pobres pelos latifundiários gananciosos.",,4,18,7,10,WELFARE,10,12,,1,0,0,,#Effects,"PovertyRate,-0.03-(0.03*x)","Socialist,0.04+(0.04*x)","Capitalist,-0.1-(0.2*x)","PrivateHousing,-0.1-(0.15*x)","_LowIncome,0.03+(0.04*x)","Capitalist_income,-0.09-(0.04*x)",,,,,
#,SchoolVouchers,Vale Escola,default,"A medida visa incentivar o crescimento do ensino privado, enquanto permite todos possam pagar uma educação. Comprovantes escolares são emitidos pelo Estado aos pais de cada criança que eles poderão gastar no setor privado na educação. Esta é uma abordagem diferente para a educação estado, porque com créditos fiscais as escolas são de gestão privada e os professores não são funcionários públicos.",,9,14,7,9,PUBLICSERVICES,320,8000,"PrivateSchools,0+(1.0*x)",1,0,0,,#Effects,"PrivateSchools,0+(0.6*x),2","_LowIncome,0+(0.13*x)","Equality,0+(0.05*x),8","_global_socialism,-0.01-(0.12*x),8",,,,,,,
#,OilDrillingSubsidy,Subsidio para Perfuração de Petroleo,default,"Para incentivar o investimento em novas perfurações de petróleo e gás, e, assim, aumentar a oferta de energia de combustível fóssil para o país, esses incentivos fiscais efetivamente subsidiam combustíveis fósseis. Isto irá reduzir indirectamente os preços dos combustíveis e estimular a economia, mas será um ultraje para os ambientalistas.",,36,8,18,6,ECONOMY,200,32100,"GDP,0.75+(0.25*x)",1,0,0,,#Effects,"Environmentalist,-0.1-(0.25*x)","GDP,0+(0.02*x),12","OilSupply,0.06+(0.1*x),4",,,,,,,,
#,MansionTax,Imposto de Mansão,default,"A alta taxa especial de imposto cobrado anualmente sobre a propriedade de casas super-caras. Este imposto é popular entre alguns, porque é quase impossível de evitar, como casas não podem ser facilmente escondido. É percebido como injusto por alguns idosos que podem ter casas caras, mas relativamente baixos rendimentos e, portanto, têm dificuldade em pagar o imposto anual. É uma forma de riqueza de impostos, ao contrário do imposto de renda.",,26,19,10,12,TAX,32,34,,2,500,4000,"Wealthy_perc,0.75+(0.5*x)",#Effects,"Wealthy,-0.1-(0.15*x)","Retired,-0.8*(x^8)","Equality,0.28*(x^5)","Socialist,0.08+(0.10*x)",,,,,,,
#,FuelEfficiency,Padrões de Eficiência de Combustível,default,"Normas obrigatórias para os carros novos que ditam o nível mínimo de eficiência de combustível. Esta é uma medida a longo prazo destinada a aumentar a eficiência de combustível dos automóveis do país e, assim, reduzir a nossa dependência do petróleo, bem como a redução do custo de dirigir a longo prazo. Vai ser impopular com os fabricantes de automóveis, mas um acerto com os ambientalistas.",,6,15,2,7,TRANSPORT,20,22,,2,0,0,,#Effects,"OilDemand,-0.04-(0.10*x),24","Motorist_income,0.02+(0.08*x),24","CarUsage,0.02+(0.06*x),24","Environmentalist,0.04+(0.04*x)","Capitalist,-0.01-(0.02*x)","CO2Emissions,0-(0.1*x),8",,,,,
#,ForeignInvestorTaxBreaks,Incentivos Fiscais Para Investidores Estrangeiros,default,"Incentivos fiscais especiais dada a grandes empresas multinacionais estrangeiras para incentivá-los a investir no nosso país. Isto pode incluir períodos de isenção de impostos, taxas introdutórias de imposto sobre as sociedades, e os subsídios em linha reta para incentivar o investimento. Ajuda a estimular o investimento do exterior, mas será visto como incrivelmente antipatriótico, e se curvar aos caprichos de grandes organizações capitalistas estrangeiros.",,10,7,7,1,ECONOMY,600,6000,"GDP,0.75+(0.25*x)",1,0,0,,#Effects,"Patriot,-0.1-(0.14*x)","GDP,0.03+(0.05*x),4",,,,,,,,,
#,RoboticsResearch,Bolsas Pesquisa Robotica,default,"A concessão especial para incentivar a investigação em robótica. A robótica é uma área muito longo prazo da investigação, que acabará por levar a grandes aumentos de produtividade, mas, ao mesmo tempo que vai reduzir a quantidade de empregos de baixa ou semi-qualificados na economia, e, portanto, potencialmente levar a um desemprego mais elevado.",,6,7,1,3,ECONOMY,100,2100,,2,0,0,,#Effects,"Technology,0.01+(0.06*x),16","WorkerProductivity,0.02+(0.1*x),16","Unemployment,0-(0.06*x),2","TradeUnionist,-0.06-(0.1*x)","Unemployment,0+(0.19*x),20",,,,,,
#,PrivatePrisons,Prisões Privadas,default,"Ao invés de controlar diretamente e gerenciar um serviço prisional do Estado, esta política permite prisões a ser propriedade e gestão privada, e apenas paga pelo Estado. Prisões privadas poderia resultar em menor custo e maior eficiência. Estas medidas irão ser impopular com os sindicalistas. Os liberais terão preocupações éticas sobre a lucrar com o encarceramento, mas continua a ser satisfeito se a despesa é alta o suficiente para promover a reabilitação.",,20,3,7,3,LAWANDORDER,80,1520,"CrimeRate,0.1+(0.9*x)",5,0,0,,#Effects,"CrimeRate,0.00-(0.07*x)","Liberal,-0.05+(x^2)*0.11","Conservatives,0.00+(0.12*x)",,"Unemployment,0-(0.02*x)","Capitalist,0+(0.11*x)","TradeUnionist,-0.06-(0.06*x)",,,,
#,JunkFoodTax,Taxa de Comida de Baixo Valor Nutritivo,junkfood,"A taxa de imposto punitivo cobrado sobre alimentos pouco saudáveis​​, como hambúrgueres para viagem, refrigerantes e alto teor de açúcar ou alimentos teor de gordura pré-processado. Incidente com o objectivo de melhorar a saúde da nação, mas pode ser impopular.",,6,6,4,1,TAX,4,5,,1,23,102,,#Effects,"Health,0.03+(0.06*x),8","Young,-0.02-(0.04*x)","_LowIncome,-0.02-(0.03*x)","PovertyRate,0.02+(0.02*x)",,,,,,,
#,HealthFoodSubsidies,Subsidio para Comida Saudavel ,default,"Um incentivo fiscal que faz com que alimentos saudáveis​​, como frutas e legumes, sejam mais barato do que o produtos com maior teor de gordura ou alimentos mais elevados teor de açúcar. Visto como um incentivo para comer bem, em vez de um castigo para comer mal, e, portanto, menos punitiva sobre os pobres do que um 'Taxa de Comida de Baixo Valor Nutritivo'.",,3,6,1,1,TAX,12,90,"Health,0.75+(0.25*x)",1,0,0,,#Effects,"Health,0.03+(0.06*x),8","_LowIncome,0.02+(0.02*x)",,,,,,,,,
#,Tasers,Tasers,tasers,"A arma não-letal, mas ainda altamente eficaz (e possivelmente perigoso), que dá efetivamente criminosos um choque elétrico. Os defensores dizem que é um bom compromisso entre a necessidade de desativar os criminosos violentos e do risco de morte associado com armas de fogo tradicionais. Os opositores afirmam que o uso de tais armas reduz o uso a dificuldade para a polícia e vai incentivar o uso mais casual da força contra a população.",,25,6,3,3,LAWANDORDER,200,400,,2,0,0,,#Effects,"Liberal,-0.08-(0.08*x)","CrimeRate,-0.05-(0.05*x)","ViolentCrimeRate,-0.10-(0.05*x)","_security_,0.015+(0.02*x)",,,,,,,
#,PoliceDrones,Robôs Policiais,default,"VANTS de reconhecimento,são semelhantes a aeromodelos que podem ser utilizados pela polícia. O olho no céu é uma maneira útil de controlar multidões e desordeiros, e permite a vigilância sutil, mas eficaz. A polícia vê-lo como uma ferramenta vital para o combate ao crime moderno, mas há preocupações de que este é mais um passo em direção a uma sociedade da vigilância estilo BBB, onde todos são rastreadas.",,16,6,3,3,LAWANDORDER,500,1400,,4,0,0,,#Effects,"Liberal,-0.1-(0.1*x)","CrimeRate,-0.10-(0.05*x)","ViolentCrimeRate,-0.02-(0.05*x)","_security_,0.03+(0.03*x)","_Terrorism,-0.1-(0.03*x)",,,,,,
#,ArtsSubsidies,Subsidio para Artes,artssubsidies,"Investir dinheiro público nas artes é polêmico com os capitalistas que o vêem como apoio entretenimento elitista antieconômico, mas outros a vêem como vital para a cultura dos países, aumentando a nossa imagem no cenário mundial, atraindo turistas.",,13,15,3,6,PUBLICSERVICES,50,575,,4,0,0,,#Effects,"Liberal,0.01+(0.08*x)","Capitalist,-0.01-(0.03*x)","ForeignRelations,0+(0.07*x),32","Tourism,0+(0.10*x),24","Education,0+(0.03*x),16","_global_liberalism,-0.01+(0.06*x),16",,,,,
#,HealthcareVouchers,Vales de Saúde,default,"A medida visa incentivar o crescimento de cuidados de saúde privados, enquanto ainda permitindo a todos o acesso a ele. Vales de saúde são emitidos pelo Estado para todos, mas só pode então ser gasto no setor privado em saúde. Esta é uma abordagem diferente para os cuidados de saúde do Estado puro porque com créditos fiscais de saúde, os hospitais são de gestão privada e a equipe de médicos não são funcionários públicos.",,13,14,7,10,PUBLICSERVICES,2000,15000,"_default_,0.6;TobaccoUse,0+(0.1*x);AlcoholConsumption,0+(0.2*x);Environment,0.2-(0.1*x);Alcoholism,0.1+(0.1*x)",1,0,0,,#Effects,"_LowIncome,0+(0.17*x)","_MiddleIncome,0+(0.08*x)","Equality,0+(0.1*x),8","_global_socialism,-0.01-(0.12*x),8","PrivateHealthcare,0+(0.6*x),2",,,,,,
#,HealthTaxCredits,Isenção Fiscal Para Saúde,default,"Um sistema de reduções fiscais e créditos destinados a incentivar as pessoas a gastar seu dinheiro em cuidados de saúde privado, a fim de reduzir a sua responsabilidade fiscal. Isto aumenta a saúde sem envolver o estado de execução hospitais ou empregar médicos, mas o seu efeito é limitado a essas pessoas na sociedade que ganham o suficiente para pagar imposto no primeiro lugar.",,20,16,8,8,TAX,1000,8000,"_default_,0.6;TobaccoUse,0+(0.1*x);AlcoholConsumption,0+(0.2*x);Environment,0.2-(0.1*x);Alcoholism,0.1+(0.1*x)",1,0,0,,#Effects,"PrivateHealthcare,0+(0.3*x),2","_MiddleIncome,0+(0.08*x)","_HighIncome,0+(0.06*x)","Wealthy,0.02+(0.06*x)","MiddleIncome,0.04+(0.06*x)","Socialist,-0.01-(0.05*x)","Poor,-0.01-(0.05*x)","Capitalist,0.02+(0.04*x)",,,
#,SchoolTaxCredits,Isenção Fiscal Para Escola,default,"Um sistema de reduções fiscais e créditos destinados a incentivar as pessoas a gastar seu dinheiro em educação privada, a fim de reduzir a sua responsabilidade fiscal. Isso aumenta o ensino privado sem envolver o Estado em execução escolas ou empregar professores, mas o seu efeito é limitado a essas pessoas na sociedade que ganham o suficiente para pagar imposto no primeiro lugar.",,19,15,8,8,TAX,200,5000,,1,0,0,,#Effects,"PrivateSchools,0+(0.4*x),2","_MiddleIncome,0+(0.08*x)","_HighIncome,0+(0.06*x)","Wealthy,0.02+(0.06*x)","MiddleIncome,0.04+(0.06*x)","Socialist,-0.01-(0.05*x)","Poor,-0.01-(0.05*x)","Capitalist,0.02+(0.04*x)",,,
#,FoodStamps,Vale Refeição,default,"Vale-refeição é um sistema onde o Estado vai emitir títulos ou selos para os cidadãos em baixa ou nenhuma renda, para garantir que eles são capazes de pagar alimentos. Ao contrário de dar um benefício em dinheiro diretamente, vale-refeição só podem ser trocados por alimentos crus, impedindo-os de ser usado para o alimento para viagem insalubre. Apoiadores veem o vale-refeição como uma forma valiosa para garantir ninguém passe fome, não importa sua renda. Os críticos consideram esse tipo de regime paternalista, e não mais de remendar sobre as rachaduras causadas por falha de mercado livre e os baixos salários.",,4,24,4,10,WELFARE,250,4000,"Poor_perc,0+(1.0*x)",1,0,0,,#Effects,"Health,0.01+(0.02*x),8","_LowIncome,0.03+(0.012*x)","Poor,0.04+(0.15*x)","PovertyRate,-0.03-(0.12*x)","Socialist,0.02+0.08*x)","Farmers_income,0+(0.03*x)","Farmers,0+(0.03*x)","Equality,0.02+(0.08*x)",,,
#,FoodStandards,Agencia de Padronizacao de Alimentos,default,"A Agencia de Padronizacao de Alimentos é um ramo do governo dedicado a garantir a segurança e padrões nutricionais mínimas de alimento fornecido no país. Os agricultores podem considerar a agência como uma camada extra de burocracia e intromissão, mas os ativistas de saúde pública vê a agência como uma linha essencial de defesa entre os produtores e consumidores de alimentos sem escrúpulos que procuram cortar custos.",,7,10,2,2,PUBLICSERVICES,22,65,,4,0,0,,#Effects,"Farmers,-0.02-(0.04*x)","Liberal,0.01+(0.04*x)","Health,0.01+(0.03*x),12","Obesity,-0.01-(0.02*x),4",,,,,,,
#,EnterpriseInvestmentScheme,Esquema de Investimento Empresarial,default,"O regime de investimento da empresa é um sistema que dá incentivos fiscais para indivíduos ricos que investem seu dinheiro em pequenas empresas iniciantes que são baseados no país. O esquema incentiva o investimento em empresas que devem eventualmente crescer e estimular a economia, ao mesmo tempo que dá um incentivo fiscal popular para pessoas que investem nelas. Obviamente indiretamente, o esquema está sendo subsidiado por aqueles sem poupança para investir.",,7,10,6,6,TAX,120,2000,"GDP,0.25+(0.75*x)",1,0,0,,#Effects,"SelfEmployed,0.10+(0.2*x)","GDP,0.01+(0.05*x),16","Capitalist,0+(0.05*x)","_global_socialism,-0.04-(0.06*x),12","SelfEmployed_freq,0.02+(0.06*x),4","SelfEmployed_income,0.01+(0.09*x)","_HighIncome,0+(0.12*x)",,,,
#,RecreationalDrugsTax,Taxa para Drogas Recreacionais,default,"Nas sociedades que legalizaram as drogas, como Cannabis e Maconha, há uma tentação de tratar o consumo destas drogas como uma fonte de receita do governo, dadas as alegações de que o seu consumo deve ser educadamente desanimado devido aos efeitos negativos sobre a saúde dos cidadãos, numa forma semelhante aos governos fiscalidade sobre o álcool ou o tabaco.",,8,8,5,5,TAX,0,0,,1,0,5200,"LegalDrugConsumption,0+(1.0*x)",#Effects,"Young,0-(0.08*x)","Poor,0-(0.05*x)","PovertyRate,0+(0.06*x)","LegalDrugConsumption,-0.1*(x^2))",,,,,,,
