,name,guiname,slider,description,flags,introduce,cancel,raise,lower,department,mincost,maxcost,cost multiplier,implementation,minincome,maxincome,incomemultiplier,,,,,,,,,,,,
#,StateSchools,Escolas Estaduais,stateschools,"A educacao gratuita para todos garante altos niveis de alfabetizacao e pode ser benefico para a economia, especialmente aqueles setores da economia que necessitam de mao de obra especializada. O outro lado disso e que a educacao do estado pode ser caro para o governo. Individuos ricos, nao fazendo uso de escolas estaduais, pode ressentir-se subsidia-los.",,30,42,18,21,PUBLICSERVICES,1000,10200,"_default_,1.0;Wages,-0.1+(0.2*x)",12,0,0,,#Effects,"Poor,0.04+(0.11*x)","Socialist,0.00+(0.20*x)","Education,0.3*(x^0.6)+ 0.07,8","PovertyRate,-0.08-(0.10*x)","StateEmployees,0.00+(0.14*x)","Unemployment,0-(0.19*x)","StateEmployees_freq,0+(0.1*x)","StateEmployees_income,0+(0.09*x)","_global_socialism,0.02+(0.04*x),12","Parents_freq,0+(0.025*x),8",
#,StemCells,Pesquisa de Celula Tronco,default,"Uma celula-tronco e um tipo primitivo de celula que pode ser desenvolvida em maioria dos tipos de celulas encontradas no corpo humano. Alguns cientistas afirmam que a pesquisa com celulas-tronco oferece uma grande esperanca para a cura de doencas como diabetes e esclerose multipla. No entanto, porque as celulas-tronco sao retiradas de embrioes humanos descartados, muitos grupos 'pro-vida' e religiosos se opoem a seu uso.",,45,45,21,15,PUBLICSERVICES,20,160,,4,0,0,,#Effects,"GDP,0.03+(0.035*x),22","Religious,-0.17-(0.1*x)","Conservatives,-0.02-(0.04*x)","Health,0.01+(0.02*x),16","Technology,0.02+(0.04*x)",,,,,,
#,TaxShelters,Paraisos Fiscais,default,"Por nao tributar plenamente a riqueza dos super-ricos, paraisos fiscais pode ser uma otima maneira de incentivar os empresarios de sucesso para tornar o nosso pais sua casa. Com um mundo cada vez menor, os ricos sao livres para estabelecer onde quer que agradar. encorajando-os a viver aqui pode significar que eles gastam sua riqueza neste pais. Tais medidas podem ser muito impopular com os pobres, que se ressentem pagamento de imposto sobre os seus rendimentos muito baixos.",,13,18,7,7,ECONOMY,100,400,,1,0,0,,#Effects,"Wealthy,0.20+(0.30*x)","Socialist,-0.20-(0.40*x)","Equality,-0.10-(0.30*x),4","Capitalist,0+(0.14*x)","_HighIncome,0+(0.10*x)","GDP,0+(0.06*x),8","ForeignRelations,-0.08*(x^3)",,,,
#,TechnologyColleges,Tecnologia nas Faculdades,default,"Faculdades de tecnologia sao escolas especializadas, com foco na alfabetizacao informatica, biotecnologia e assuntos semelhantes. Estas faculdades estatais recebem financiamento especial do governo central, a fim de incentivar um maior nivel de literacia tecnologica entre a futura forca de trabalho.",,10,16,6,7,PUBLICSERVICES,185,670,,4,0,0,,#Effects,"Education,0.025+(0.16*x),8","Technology,0.05+(0.15*x),8","StateEmployees,0.00+(0.05*x)","StateEmployees_freq,0+(0.04*x)","Socialist,-0.02-(0.06*x)","Equality,-0.02-(0.025*x)",,,,,
#,TechnologyGrants,Incetivo a Tecnologia,default,"O governo pode fornecer financiamento estatal para incentivar as empresas a investir em tecnologias novas e emocionantes. Embora isso ajuda a dar-nos uma vantagem competitiva e pode criar postos de trabalho, pode-se argumentar que a sua uma distorcao desnecessaria do mercado.",,10,18,6,7,ECONOMY,450,4600,"GDP,0.25+(0.75*x)",2,0,0,,#Effects,"Unemployment,0.00-(0.05*x),6","Technology,0.05+(0.12*x),6","GDP,0.0+(0.02*x),16","WorkerProductivity,0.00+(0.07*x),8","Capitalist,0.03+(0.08*x)","Religious_freq,-0.08-(0.12*x),32",,,,,
#,TelecommutingInitiative,Iniciativa Home Office,default,"Home office, ou 'trabalho de casa' e visto como desejavel, pois reduz a pressao sobre a infra-estrutura de transporte, e pode ser uma melhoria para a qualidade de vida das pessoas. Tambem e bem-vinda pelos pais. Esta politica de incentivos fiscais para as empresas que suportam esta opcao.",,2,6,0,3,TRANSPORT,110,500,"GDP,0.4+(0.6*x)",1,0,0,,#Effects,"Commuter,0.05+(0.15*x)","Commuter_freq,-0.05-(0.1*x),4","CarUsage,-0.05-(0.1*x),4","Parents,0.07+(0.07*x)","TradeUnionist,0.05+(0.05*x)",,,,,,
#,TobaccoTax,Imposto do Tabaco,tax,"Apesar de admitir o fracasso das empresas de tabaco , ha boas razoes para acreditar que o fumo tem efeitos negativos sobre a saude. Isso e usado como justificativa para a tributacao do tabaco. Os cinicos apontam que o governo se beneficia enormemente de um imposto sobre um produto que supostamente e contra. Ativistas Saude incentivar o imposto como uma forma de incentivar uma populacao mais saudavel",,39,20,27,10,TAX,0,0,,1,115,8418,"TobaccoUse,0+(1.0*x)",#Effects,"_All_,-0.4*(TobaccoUse*x)","PovertyRate,0.23*(TobaccoUse*x)","Equality,-0.1*(TobaccoUse*x)","TobaccoUse,0-(0.8*x),8",,,,,,,
#,TollRoads,Pedagios,default,"Estradas com pedagio cobram os motoristas para usar ruas especificas (normalmente grandes rodovias). Este e um grande exemplo da aplicacao diretamente as forcas do mercado, por cobrando apenas aqueles que usam uma rota especifica para a construcao e manutencao dessa rota. Os motoristas tendem a ver isso como apenas uma outra forma de tributacao, enquanto os passageiros nao gostam de ser cobrado por estradas que raramente usa.",,25,13,10,7,TRANSPORT,0,0,,12,11.5,140.3,"CarUsage,0+(1.0*x)",#Effects,"Motorist,0.00-(0.25*x)","Commuter,0.10+(0.05*x)","Capitalist,0.15+(0.11*x)","CarUsage,0.00-(0.05*x)","TrafficCongestion,0-(0.12*x)","Equality,0-(0.02*x)","Motorist_income,-0.04-(0.08*x)",,,,
#,UnemployedBenefit,Auxilio Desemprego,default,"O auxilio desemprego e um beneficio do estado dado a todos que e capaz de trabalhar, mas nao consegue encontrar emprego. Socialistas consideram isto como uma rede minima de seguranca para os trabalhadores fora do trabalho por causa dos caprichos da economia. Alguns acreditam que os beneficios de desemprego distorcem o mercado e desencorajar as pessoas de procurarem trabalho.",,25,27,14,12,WELFARE,500,5440,"Unemployment,0+(1.0*x)",1,0,0,,#Effects,"Capitalist,-0.01-(0.08*x)","Unemployment,0+(0.1*x),8","Poor,0.1+(0.3*x)","Socialist,0+(0.15*x)","PovertyRate,0-(0.12*x)","_LowIncome,0+(0.15*x)",,,,,
#,UniversityGrants,Bolsas Univercidade,universitygrants,"Embora nem todos os cidadaos irao buscar uma educacao universitaria, os governos podem fornecer subsidios aos estudantes para incentivar uma forca de trabalho mais educada. Bolsas universitarias tambem asseguraram a igualdade de oportunidades, como em sua ausencia o custo de uma educacao universitaria pode estar fora do alcance de familias da classe trabalhadora.",,13,22,7,10,PUBLICSERVICES,200,2600,,2,0,0,,#Effects,"Education,0.00+(0.27*x),16","StateEmployees,0.00+(0.18*x)","_MiddleIncome,0+(0.06*x)","_LowIncome,0+(0.06*x)","Parents,0.02+(0.02*x)","Young,0.04+(0.17*x)","Young_income,0.08+(0.12*x)",,,,
#,WelfareFraudDept,Dpto de Fraudes da Previdencia,welfarefraud,"Quando o governo da tanto dinheiro em pagamentos de previdencia social, e essencial que o dinheiro esta corretamente direcionada e nao explorada por pessoas fazendo afirmacoes espurias. Um departamento de fraude dedicado ira detectar falsos pretendentes, recuperar o dinheiro perdido e tranquilizar os contribuintes de renda media que seus impostos estao sendo gastos de forma inteligente, embora possa antagonizar reclamantes legitimos.",,4,7,3,3,WELFARE,120,155,,3,115,800,"ChildBenefit,0+(0.25*x);DisabilityBenefit,0+(0.25*x);StateHousing,0+(0.25*x);UnemployedBenefit,0+(0.25*x)",#Effects,"Poor,-0.03-(0.06*x)","Conservatives,0.05+(0.07*x)","MiddleIncome,0.03+(0.06*x)",,,,,,,,
#,WinterFuelSubsidy,Subsidios para combustiveis de inverno,default,"A concessao especial dada aos idosos. Este e um pagamento bem-estar regularmente feita a todos sobre a idade de aposentadoria para o custo de suas contas de combustivel de inverno. Ele e projetado para reduzir a 'pobreza de combustivel', que pode ocorrer quando alguns membros idosos da sociedade nao pode dar ao luxo de aquecer as suas casas no inverno.",,9,30,3,9,WELFARE,500,2000,"Retired_perc,0+(1.0*x)",1,0,0,,#Effects,"Health,0.02+(0.02*x)","Retired,0.2+(0.2*x)","PovertyRate,-0.02-(0.06*x)","Environmentalist,-0.02-(0.03*x)","Retired_freq,0+(0.04*x)","EnergyEfficiency,0-(0.08*x)",,,,,
#,WorkSafetyLaw,Leis de Seguranca do Trabalho,default,"Legislacao de seguranca do trabalho, muitas vezes conhecido como saude e seguranca e uma serie de medidas para garantir os funcionarios nao estao em risco de lesoes em suas atividades do dia-a-dia. Sindicalistas muitas vezes saudam essas leis como uma defesa valiosa contra os empregadores sem escrupulos que podem colocar vidas em risco. Muitos lideres empresariais estao preocupados com os elevados niveis de burocracia e as praticas restritivas que podem resultar de tais leis, que eles veem como um onus para as empresas.",,4,7,1,1,ECONOMY,10,55,,1,0,0,,#Effects,"TradeUnionist,0.04+(0.06*x)","TradeUnionist_freq,0.02+(0.02*x)","SelfEmployed,-0.05-(0.08*x)","SelfEmployed_freq,-0.02-(0.08*x)","WorkerProductivity,-0.01-(0.02*x),4","Health,0.01+(0.02*x)",,,,,
#,YouthClubSubsidies,Subsidios Clube de Jovens,default,"Clubes gratuitos de jovens asseguraram que os adolescentes tem um 'lugar para ir', que pode ajuda-los a ficar fora de problemas, e, a longo prazo, reduzir a incidencia de crimes de rua. Ela pode ser ressentida por alguns contribuintes mais ricos, que o veem como um gasto desnecessario, pagos pelos seus impostos.",,9,15,4,7,PUBLICSERVICES,12,220,,2,0,0,,#Effects,"Parents,0.06+(0.05*x)","Socialist,0.04+(0.02*x)","CrimeRate,-0.05-(0.05*x),8","Young,0.03+(0.08*x)","Young_income,0.02+(0.06*x)",,,,,,
#,AbortionLaw,Lei de Aborto,abortion,"Poucas areas da politicas incitam as emocoes mais fortes que o debate sobre o aborto. No lado pro-vida, sao argumentos sobre os direitos do nascituro, e os argumentos sao muitas vezes feitas a partir de um ponto de vista religioso. No lado pro-escolha, ha o argumento de que o Estado nao deve ter mais a dizer sobre o que uma mulher faz com seu corpo do que ela. Fazer qualquer alteracao na posicao da estado sobre o aborto exige uma boa quantidade de capital politico.",UNCANCELLABLE,0,0,26,19,PUBLICSERVICES,0,0,,1,0,0,,#Effects,"Religious,0.2-(x^5)","Liberal,0.2+(x-1)^5","Conservatives,0.2-(0.4*x)",,,,,,,,
#,RentControls,Controle de Aluguel,default,"Uma alternativa para o habitacao do estado e um sistema em que o Estado vai regulamentar o mercado de aluguel privado em uma tentativa de garantir a oferta de habitacao a precos acessiveis para todos, ate mesmo dentro do setor privado. Os capitalistas, naturalmente vejo isso como uma distorcao do mercado livre que vai impedir que casas suficientes sejam construidas, enquanto defensores dirao que impede a exploracao dos pobres pelos latifundiarios gananciosos.",,4,18,7,10,WELFARE,10,12,,1,0,0,,#Effects,"PovertyRate,-0.03-(0.03*x)","Socialist,0.04+(0.04*x)","Capitalist,-0.1-(0.2*x)","PrivateHousing,-0.1-(0.15*x)","_LowIncome,0.03+(0.04*x)","Capitalist_income,-0.09-(0.04*x)",,,,,
#,SchoolVouchers,Vale Escola,default,"A medida visa incentivar o crescimento do ensino privado, enquanto permite todos possam pagar uma educacao. Comprovantes escolares sao emitidos pelo Estado aos pais de cada crianca que eles poderao gastar no setor privado na educacao. Esta e uma abordagem diferente para a educacao estado, porque com creditos fiscais as escolas sao de gestao privada e os professores nao sao funcionarios publicos.",,9,14,7,9,PUBLICSERVICES,320,8000,"PrivateSchools,0+(1.0*x)",1,0,0,,#Effects,"PrivateSchools,0+(0.6*x),2","_LowIncome,0+(0.13*x)","Equality,0+(0.05*x),8","_global_socialism,-0.01-(0.12*x),8",,,,,,,
#,OilDrillingSubsidy,Subsidio para Perfuracao de Petroleo,default,"Para incentivar o investimento em novas perfuracoes de petroleo e gas, e, assim, aumentar a oferta de energia de combustivel fossil para o pais, esses incentivos fiscais efetivamente subsidiam combustiveis fosseis. Isto ira reduzir indirectamente os precos dos combustiveis e estimular a economia, mas sera um ultraje para os ambientalistas.",,36,8,18,6,ECONOMY,200,32100,"GDP,0.75+(0.25*x)",1,0,0,,#Effects,"Environmentalist,-0.1-(0.25*x)","GDP,0+(0.02*x),12","OilSupply,0.06+(0.1*x),4",,,,,,,,
#,MansionTax,Imposto de Mansao,default,"A alta taxa especial de imposto cobrado anualmente sobre a propriedade de casas super-caras. Este imposto e popular entre alguns, porque e quase impossivel de evitar, como casas nao podem ser facilmente escondido. E percebido como injusto por alguns idosos que podem ter casas caras, mas relativamente baixos rendimentos e, portanto, tem dificuldade em pagar o imposto anual. E uma forma de riqueza de impostos, ao contrario do imposto de renda.",,26,19,10,12,TAX,32,34,,2,500,4000,"Wealthy_perc,0.75+(0.5*x)",#Effects,"Wealthy,-0.1-(0.15*x)","Retired,-0.8*(x^8)","Equality,0.28*(x^5)","Socialist,0.08+(0.10*x)",,,,,,,
#,FuelEfficiency,Padroes de Eficiencia de Combustivel,default,"Normas obrigatorias para os carros novos que ditam o nivel minimo de eficiencia de combustivel. Esta e uma medida a longo prazo destinada a aumentar a eficiencia de combustivel dos automoveis do pais e, assim, reduzir a nossa dependencia do petroleo, bem como a reducao do custo de dirigir a longo prazo. Vai ser impopular com os fabricantes de automoveis, mas um acerto com os ambientalistas.",,6,15,2,7,TRANSPORT,20,22,,2,0,0,,#Effects,"OilDemand,-0.04-(0.10*x),24","Motorist_income,0.02+(0.08*x),24","CarUsage,0.02+(0.06*x),24","Environmentalist,0.04+(0.04*x)","Capitalist,-0.01-(0.02*x)","CO2Emissions,0-(0.1*x),8",,,,,
#,ForeignInvestorTaxBreaks,Incentivos Fiscais Para Investidores Estrangeiros,default,"Incentivos fiscais especiais dada a grandes empresas multinacionais estrangeiras para incentiva-los a investir no nosso pais. Isto pode incluir periodos de isencao de impostos, taxas introdutorias de imposto sobre as sociedades, e os subsidios em linha reta para incentivar o investimento. Ajuda a estimular o investimento do exterior, mas sera visto como incrivelmente antipatriotico, e se curvar aos caprichos de grandes organizacoes capitalistas estrangeiros.",,10,7,7,1,ECONOMY,600,6000,"GDP,0.75+(0.25*x)",1,0,0,,#Effects,"Patriot,-0.1-(0.14*x)","GDP,0.03+(0.05*x),4",,,,,,,,,
#,RoboticsResearch,Bolsas Pesquisa Robotica,default,"A concessao especial para incentivar a investigacao em robotica. A robotica e uma area muito longo prazo da investigacao, que acabara por levar a grandes aumentos de produtividade, mas, ao mesmo tempo que vai reduzir a quantidade de empregos de baixa ou semi-qualificados na economia, e, portanto, potencialmente levar a um desemprego mais elevado.",,6,7,1,3,ECONOMY,100,2100,,2,0,0,,#Effects,"Technology,0.01+(0.06*x),16","WorkerProductivity,0.02+(0.1*x),16","Unemployment,0-(0.06*x),2","TradeUnionist,-0.06-(0.1*x)","Unemployment,0+(0.19*x),20",,,,,,
#,PrivatePrisons,Prisoes Privadas,default,"Ao inves de controlar diretamente e gerenciar um servico prisional do Estado, esta politica permite prisoes a ser propriedade e gestao privada, e apenas paga pelo Estado. Prisoes privadas poderia resultar em menor custo e maior eficiencia. Estas medidas irao ser impopular com os sindicalistas. Os liberais terao preocupacoes eticas sobre a lucrar com o encarceramento, mas continua a ser satisfeito se a despesa e alta o suficiente para promover a reabilitacao.",,20,3,7,3,LAWANDORDER,80,1520,"CrimeRate,0.1+(0.9*x)",5,0,0,,#Effects,"CrimeRate,0.00-(0.07*x)","Liberal,-0.05+(x^2)*0.11","Conservatives,0.00+(0.12*x)",,"Unemployment,0-(0.02*x)","Capitalist,0+(0.11*x)","TradeUnionist,-0.06-(0.06*x)",,,,
#,JunkFoodTax,Taxa de Comida de Baixo Valor Nutritivo,junkfood,"A taxa de imposto punitivo cobrado sobre alimentos pouco saudaveis​​, como hamburgueres para viagem, refrigerantes e alto teor de acucar ou alimentos teor de gordura pre-processado. Incidente com o objectivo de melhorar a saude da nacao, mas pode ser impopular.",,6,6,4,1,TAX,4,5,,1,23,102,,#Effects,"Health,0.03+(0.06*x),8","Young,-0.02-(0.04*x)","_LowIncome,-0.02-(0.03*x)","PovertyRate,0.02+(0.02*x)",,,,,,,
#,HealthFoodSubsidies,Subsidio para Comida Saudavel ,default,"Um incentivo fiscal que faz com que alimentos saudaveis​​, como frutas e legumes, sejam mais barato do que o produtos com maior teor de gordura ou alimentos mais elevados teor de acucar. Visto como um incentivo para comer bem, em vez de um castigo para comer mal, e, portanto, menos punitiva sobre os pobres do que um 'Taxa de Comida de Baixo Valor Nutritivo'.",,3,6,1,1,TAX,12,90,"Health,0.75+(0.25*x)",1,0,0,,#Effects,"Health,0.03+(0.06*x),8","_LowIncome,0.02+(0.02*x)",,,,,,,,,
#,Tasers,Tasers,tasers,"A arma nao-letal, mas ainda altamente eficaz (e possivelmente perigoso), que da efetivamente criminosos um choque eletrico. Os defensores dizem que e um bom compromisso entre a necessidade de desativar os criminosos violentos e do risco de morte associado com armas de fogo tradicionais. Os opositores afirmam que o uso de tais armas reduz o uso a dificuldade para a policia e vai incentivar o uso mais casual da forca contra a populacao.",,25,6,3,3,LAWANDORDER,200,400,,2,0,0,,#Effects,"Liberal,-0.08-(0.08*x)","CrimeRate,-0.05-(0.05*x)","ViolentCrimeRate,-0.10-(0.05*x)","_security_,0.015+(0.02*x)",,,,,,,
#,PoliceDrones,Robos Policiais,default,"VANTS de reconhecimento,sao semelhantes a aeromodelos que podem ser utilizados pela policia. O olho no ceu e uma maneira util de controlar multidoes e desordeiros, e permite a vigilancia sutil, mas eficaz. A policia ve-lo como uma ferramenta vital para o combate ao crime moderno, mas ha preocupacoes de que este e mais um passo em direcao a uma sociedade da vigilancia estilo BBB, onde todos sao rastreadas.",,16,6,3,3,LAWANDORDER,500,1400,,4,0,0,,#Effects,"Liberal,-0.1-(0.1*x)","CrimeRate,-0.10-(0.05*x)","ViolentCrimeRate,-0.02-(0.05*x)","_security_,0.03+(0.03*x)","_Terrorism,-0.1-(0.03*x)",,,,,,
#,ArtsSubsidies,Subsidio para Artes,artssubsidies,"Investir dinheiro publico nas artes e polemico com os capitalistas que o veem como apoio entretenimento elitista antieconomico, mas outros a veem como vital para a cultura dos paises, aumentando a nossa imagem no cenario mundial, atraindo turistas.",,13,15,3,6,PUBLICSERVICES,50,575,,4,0,0,,#Effects,"Liberal,0.01+(0.08*x)","Capitalist,-0.01-(0.03*x)","ForeignRelations,0+(0.07*x),32","Tourism,0+(0.10*x),24","Education,0+(0.03*x),16","_global_liberalism,-0.01+(0.06*x),16",,,,,
#,HealthcareVouchers,Vales de Saude,default,"A medida visa incentivar o crescimento de cuidados de saude privados, enquanto ainda permitindo a todos o acesso a ele. Vales de saude sao emitidos pelo Estado para todos, mas so pode entao ser gasto no setor privado em saude. Esta e uma abordagem diferente para os cuidados de saude do Estado puro porque com creditos fiscais de saude, os hospitais sao de gestao privada e a equipe de medicos nao sao funcionarios publicos.",,13,14,7,10,PUBLICSERVICES,2000,15000,"_default_,0.6;TobaccoUse,0+(0.1*x);AlcoholConsumption,0+(0.2*x);Environment,0.2-(0.1*x);Alcoholism,0.1+(0.1*x)",1,0,0,,#Effects,"_LowIncome,0+(0.17*x)","_MiddleIncome,0+(0.08*x)","Equality,0+(0.1*x),8","_global_socialism,-0.01-(0.12*x),8","PrivateHealthcare,0+(0.6*x),2",,,,,,
#,HealthTaxCredits,Isencao Fiscal Para Saude,default,"Um sistema de reducoes fiscais e creditos destinados a incentivar as pessoas a gastar seu dinheiro em cuidados de saude privado, a fim de reduzir a sua responsabilidade fiscal. Isto aumenta a saude sem envolver o estado de execucao hospitais ou empregar medicos, mas o seu efeito e limitado a essas pessoas na sociedade que ganham o suficiente para pagar imposto no primeiro lugar.",,20,16,8,8,TAX,1000,8000,"_default_,0.6;TobaccoUse,0+(0.1*x);AlcoholConsumption,0+(0.2*x);Environment,0.2-(0.1*x);Alcoholism,0.1+(0.1*x)",1,0,0,,#Effects,"PrivateHealthcare,0+(0.3*x),2","_MiddleIncome,0+(0.08*x)","_HighIncome,0+(0.06*x)","Wealthy,0.02+(0.06*x)","MiddleIncome,0.04+(0.06*x)","Socialist,-0.01-(0.05*x)","Poor,-0.01-(0.05*x)","Capitalist,0.02+(0.04*x)",,,
#,SchoolTaxCredits,Isencao Fiscal Para Escola,default,"Um sistema de reducoes fiscais e creditos destinados a incentivar as pessoas a gastar seu dinheiro em educacao privada, a fim de reduzir a sua responsabilidade fiscal. Isso aumenta o ensino privado sem envolver o Estado em execucao escolas ou empregar professores, mas o seu efeito e limitado a essas pessoas na sociedade que ganham o suficiente para pagar imposto no primeiro lugar.",,19,15,8,8,TAX,200,5000,,1,0,0,,#Effects,"PrivateSchools,0+(0.4*x),2","_MiddleIncome,0+(0.08*x)","_HighIncome,0+(0.06*x)","Wealthy,0.02+(0.06*x)","MiddleIncome,0.04+(0.06*x)","Socialist,-0.01-(0.05*x)","Poor,-0.01-(0.05*x)","Capitalist,0.02+(0.04*x)",,,
#,FoodStamps,Vale Refeicao,default,"Vale-refeicao e um sistema onde o Estado vai emitir titulos ou selos para os cidadaos em baixa ou nenhuma renda, para garantir que eles sao capazes de pagar alimentos. Ao contrario de dar um beneficio em dinheiro diretamente, vale-refeicao so podem ser trocados por alimentos crus, impedindo-os de ser usado para o alimento para viagem insalubre. Apoiadores veem o vale-refeicao como uma forma valiosa para garantir ninguem passe fome, nao importa sua renda. Os criticos consideram esse tipo de regime paternalista, e nao mais de remendar sobre as rachaduras causadas por falha de mercado livre e os baixos salarios.",,4,24,4,10,WELFARE,250,4000,"Poor_perc,0+(1.0*x)",1,0,0,,#Effects,"Health,0.01+(0.02*x),8","_LowIncome,0.03+(0.012*x)","Poor,0.04+(0.15*x)","PovertyRate,-0.03-(0.12*x)","Socialist,0.02+0.08*x)","Farmers_income,0+(0.03*x)","Farmers,0+(0.03*x)","Equality,0.02+(0.08*x)",,,
#,FoodStandards,Agencia de Padronizacao de Alimentos,default,"A Agencia de Padronizacao de Alimentos e um ramo do governo dedicado a garantir a seguranca e padroes nutricionais minimas de alimento fornecido no pais. Os agricultores podem considerar a agencia como uma camada extra de burocracia e intromissao, mas os ativistas de saude publica ve a agencia como uma linha essencial de defesa entre os produtores e consumidores de alimentos sem escrupulos que procuram cortar custos.",,7,10,2,2,PUBLICSERVICES,22,65,,4,0,0,,#Effects,"Farmers,-0.02-(0.04*x)","Liberal,0.01+(0.04*x)","Health,0.01+(0.03*x),12","Obesity,-0.01-(0.02*x),4",,,,,,,
#,EnterpriseInvestmentScheme,Esquema de Investimento Empresarial,default,"O regime de investimento da empresa e um sistema que da incentivos fiscais para individuos ricos que investem seu dinheiro em pequenas empresas iniciantes que sao baseados no pais. O esquema incentiva o investimento em empresas que devem eventualmente crescer e estimular a economia, ao mesmo tempo que da um incentivo fiscal popular para pessoas que investem nelas. Obviamente indiretamente, o esquema esta sendo subsidiado por aqueles sem poupanca para investir.",,7,10,6,6,TAX,120,2000,"GDP,0.25+(0.75*x)",1,0,0,,#Effects,"SelfEmployed,0.10+(0.2*x)","GDP,0.01+(0.05*x),16","Capitalist,0+(0.05*x)","_global_socialism,-0.04-(0.06*x),12","SelfEmployed_freq,0.02+(0.06*x),4","SelfEmployed_income,0.01+(0.09*x)","_HighIncome,0+(0.12*x)",,,,
#,RecreationalDrugsTax,Taxa para Drogas Recreacionais,default,"Nas sociedades que legalizaram as drogas, como Cannabis e Maconha, ha uma tentacao de tratar o consumo destas drogas como uma fonte de receita do governo, dadas as alegacoes de que o seu consumo deve ser educadamente desanimado devido aos efeitos negativos sobre a saude dos cidadaos, numa forma semelhante aos governos fiscalidade sobre o alcool ou o tabaco.",,8,8,5,5,TAX,0,0,,1,0,5200,"LegalDrugConsumption,0+(1.0*x)",#Effects,"Young,0-(0.08*x)","Poor,0-(0.05*x)","PovertyRate,0+(0.06*x)","LegalDrugConsumption,-0.1*(x^2))",,,,,,,
